事件名称,综合影响力,媒体参与家数,央媒得分,公众舆论指数,平均传播速度（条/小时）_对数变换,峰值传播速度（条/小时）_对数变换,事件持续时长(小时)_对数变换,渠道总数_对数变换,意见领袖总影响力(万)_对数变换,首发媒体权威度_1级,首发媒体权威度_2级,首发媒体权威度_3级,首发媒体权威度_4级,媒体权威度等级,是否为谣言
华为nova14系列及鸿蒙电脑新品发布会,79.0,80,2.81,0.15,4.382026635,7.543273347,5.446737372,6.154858094,10.08780711,0,0,1,0,3,0
小米汽车回应YU7预约码被篡改,56.2,6,0.17,0.006,0.693147181,4.672828834,5.446737372,2.890371758,8.227909838,0,1,0,0,2,0
交个朋友与百度优选战略合作,63.9,16,0.56,0.008,2.302585093,4.48863637,5.446737372,4.304065093,8.264878263,0,1,0,0,2,0
钉钉宣布适配鸿蒙电脑,52.9,12,0.17,0.003,0.693147181,3.218875825,5.446737372,3.091042453,7.304515946,1,0,0,0,1,0
美的董事长首度回应与小米竞争,61.2,7,0.06,0.011,1.386294361,4.663439094,5.446737372,3.526360525,8.593783794,0,1,0,0,2,0
虞书欣父亲被质疑“侵吞国有资产15亿”,66.2,20,0.06,0.018,2.397895273,5.877735782,5.446737372,4.65396035,8.837100411,0,0,1,0,3,0
阿里影业发布2025财年业绩,57.3,13,0.84,0.004,0.693147181,3.988984047,5.446737372,2.944438979,5.988961417,1,0,0,0,1,0
王楚钦球拍受损事件,73.8,70,1.8,0.11,3.135494216,6.486160789,5.446737372,6.03068526,8.740816628,0,1,0,0,2,0
重庆一大学生掉进化粪池遇难,73.9,55,1.8,0.055,2.944438979,5.733341277,5.446737372,6.12905021,9.372969295,1,0,0,0,1,0
雀巢公司巴黎水丑闻调查报告公布,62.6,34,1.29,0.016,1.386294361,4.736198448,5.446737372,4.65396035,7.849323818,1,0,0,0,1,0
海口“宝马拖猫”事件,69.7,28,0.39,0.039,2.772588722,6.098074282,5.379897354,5.111987788,8.76655015,1,0,0,0,1,0
胖东来多位高管集体发声,57.6,4,0.39,0.004,1.386294361,3.135494216,4.912654886,2.772588722,7.392031568,0,1,0,0,2,0
央视曝光废旧工厂成非法垃圾山,68.7,26,0.73,0.045,2.944438979,5.958424693,4.912654886,4.532599493,8.342125263,1,0,0,0,1,0
黄子韬主理卫生巾品牌正式上线,73.7,40,0.62,0.055,3.091042453,5.624017506,5.545177444,5.713732806,8.909640602,0,0,1,0,3,0
拜登确诊恶性前列腺癌,75.1,97,2.81,0.099,2.995732274,6.37502482,5.545177444,6.410174882,9.066239028,1,0,0,0,1,0
4S店销冠疑用个人收款码收钱后跑路,53.5,5,0.11,0.004,0.693147181,3.295836866,5.075173815,2.995732274,7.696212639,0,1,0,0,2,0
白象携手卫龙推出联名新品辣条拌面,51.3,4,0.28,0.004,0.693147181,2.833213344,5.075173815,2.079441542,7.762596049,0,1,0,0,2,0
潘展乐破PB击败孙杨夺冠,77.4,78,1.63,0.15,3.891820298,6.603943825,5.075173815,6.637258031,8.963160243,0,0,1,0,3,0
字节跳动被曝福利调整,61.7,12,0.11,0.024,2.302585093,5.908082938,5.075173815,3.295836866,7.982074875,0,0,1,0,3,0
母子错过航班大闹机场称耽误次日考公,67.7,22,0.34,0.019,2.48490665,4.605170186,5.075173815,4.852030264,8.78201597,0,1,0,0,2,0
2025年多哈世乒赛开启,88.0,108,3.26,0.36,5.135798437,7.673223121,5.634789603,8.01268093,9.156939595,0,1,0,0,2,0
盒马回应猕猴桃被检出膨大剂超标,56.4,8,0.45,0.008,1.098612289,3.401197382,5.214935758,2.890371758,7.726653665,0,1,0,0,2,0
广西壮族自治区主席蓝天立被查,67.7,53,1.91,0.049,2.079441542,6.530877628,5.214935758,5.308267697,8.652073674,1,0,0,0,1,0
小米汽车回应前保险杠形变,60.2,16,0.62,0.019,1.386294361,4.17438727,5.214935758,3.970291914,7.836764783,0,1,0,0,2,0
叮咚买菜发布一季度财报,52.6,11,0.51,0.003,0.693147181,3.135494216,5.214935758,2.63905733,5.517452896,0,0,1,0,3,0
上市公司重大资产重组新规落地,70.1,74,3.04,0.031,2.890371758,5.733341277,5.214935758,5.33753808,7.665753432,0,1,0,0,2,0
俄乌直接谈判重启,78.2,119,3.15,0.12,3.784189634,6.040254711,5.214935758,7.03438793,9.175955945,0,1,0,0,2,0
兴业银行“为千万存款客户子女提供名企实习”,72.6,53,1.87,0.061,2.302585093,5.937536205,6.270988432,5.680172609,8.41249912,1,0,0,0,1,0
刘晓庆被举报偷税,74.3,55,0.96,0.098,3.401197382,6.516193076,5.33753808,5.85220248,9.01784726,0,1,0,0,2,0
中拉互联网发展与合作论坛开幕,62.3,36,1.07,0.014,1.609437912,4.369447852,5.33753808,4.007333185,6.683360946,0,0,1,0,3,0
国家卫健委通报肖某事件,75.6,113,3.2,0.13,3.713572067,8.309430742,5.33753808,6.08221891,9.085343882,1,0,0,0,1,0
极氪科技发布2025年一季度财报,63.4,31,1.12,0.018,1.609437912,4.615120517,5.33753808,4.043051268,8.077136639,0,1,0,0,2,0
网友曝正新鸡排大量生蛆,68.0,36,0.96,0.063,2.302585093,5.910796644,5.262690189,5.081404365,8.787678239,0,1,0,0,2,0
OPPO召开新品发布会,71.2,23,0.62,0.061,2.890371758,6.472346295,5.33753808,5.087596335,8.932344569,0,0,1,0,3,0
阿里巴巴2025Q1财报,49.8,2,0.0,0.001,0.693147181,2.708050201,5.129898715,1.098612289,7.524021415,0,0,1,0,3,0
农行回应重病客户取款时不幸去世,69.2,22,0.51,0.054,2.197224577,5.429345629,5.446737372,4.96284463,8.702177866,0,0,1,0,3,0
湖北鄂州一保时捷停车场失控撞人,61.3,13,0.39,0.015,1.098612289,4.682131227,5.446737372,4.33073334,8.251924714,0,1,0,0,2,0
娃哈哈客服回应纯净水由今麦郎代工,71.8,39,1.52,0.067,2.944438979,6.115892125,5.129898715,5.327876169,8.471149253,0,0,0,1,4,0
腾讯发布2025年第一季度财报,73.7,45,1.91,0.08,3.80666249,6.843749949,5.129898715,5.313205979,8.809862805,0,1,0,0,2,0
日本餐饮公司就拒绝接待中国人道歉,61.7,16,0.39,0.011,1.386294361,4.624972813,5.129898715,3.988984047,8.534836627,0,1,0,0,2,0
甘薇自曝和贾跃亭因“丧偶式婚姻”离婚,68.4,27,0.67,0.048,2.48490665,6.200509174,5.129898715,4.795790546,9.038958755,0,1,0,0,2,0
茶颜悦色被曝茶包里有头发,50.2,2,0.06,0.002,0.693147181,4.454347296,5.129898715,1.098612289,6.23636959,1,0,0,0,1,0
微信成立电商产品部,64.4,19,0.11,0.015,1.945910149,5.075173815,5.129898715,3.951243719,8.101677747,0,1,0,0,2,0
爷爷不泡茶17元奶茶未开封只有半杯,63.7,4,0.06,0.027,1.386294361,5.683579767,5.82008293,3.33220451,8.648747631,0,1,0,0,2,0
小米被海信Vidda诋毁获赔55万,68.5,31,0.96,0.022,2.564949357,5.733341277,5.129898715,4.955827058,9.229946902,0,1,0,0,2,0
红星美凯龙董事车建兴被调查并留置,66.0,39,1.24,0.02,1.945910149,4.912654886,5.262690189,4.812184355,7.520776415,0,1,0,0,2,0
西北大学回应副校长成陕西首富,66.2,31,0.45,0.024,2.079441542,5.170483995,5.262690189,5.010635294,8.767796256,0,0,1,0,3,0
中国巴西关于乌克兰危机联合声明,67.0,66,2.64,0.027,1.945910149,5.587248658,5.262690189,4.86753445,8.621733371,1,0,0,0,1,0
中石油原董事长王宜林被判13年,60.0,32,1.07,0.009,1.098612289,5.38907173,5.262690189,4.262679877,7.458762692,1,0,0,0,1,0
荔枝价格暴跌,64.9,17,0.45,0.007,1.791759469,3.761200116,5.262690189,3.663561646,8.324336333,1,0,0,0,1,0
京东美团饿了么等外卖平台被约谈,77.0,130,5.12,0.094,4.634728988,8.050703381,5.262690189,6.398594935,9.063347348,1,0,0,0,1,0
哪吒汽车被申请破产,72.0,55,2.19,0.075,3.135494216,6.66057515,5.209486153,5.497168225,8.668024081,0,1,0,0,2,0
蜜雪冰城与巴西签署超40亿元大单,56.8,10,0.45,0.005,0.693147181,3.17805383,5.262690189,3.36729583,6.758094504,1,0,0,0,1,0
京东集团发布2025年第一季度业绩公告,72.9,47,2.19,0.05,3.465735903,7.114769448,5.262690189,5.214935758,8.921857979,0,1,0,0,2,0
电视剧《折腰》开播,89.2,18,0.11,0.17,5.746203191,7.907283609,6.357842267,5.627621114,9.556833658,0,0,1,0,3,0
美国和沙特签署上千亿美元军售协,67.0,47,1.52,0.034,2.079441542,5.568344504,5.262690189,4.94875989,8.960852845,1,0,0,0,1,0
淘宝推出高退款人群屏蔽功能,69.4,47,0.84,0.031,3.218875825,7.213768308,5.262690189,4.94875989,8.7140749,0,0,1,0,3,0
小伙为救同学职教高考缺考,76.6,77,1.85,0.079,3.555348061,6.342121419,5.262690189,6.011267174,9.135509061,0,0,1,0,3,0
浪琴回应网友购入手表后表盘丢失,64.5,14,0.34,0.025,1.945910149,5.111987788,5.129898715,4.158883083,8.003363059,0,0,1,0,3,0
微软将在全公司范围裁员6000人,66.8,45,1.29,0.029,2.397895273,5.293304825,5.129898715,5.111987788,8.093156698,0,0,1,0,3,0
百色教育局通报家长抱婴儿站护学岗,56.7,8,0.11,0.006,0.693147181,2.772588722,5.129898715,2.944438979,7.656337166,0,1,0,0,2,0
中美日内瓦经贸会谈联合声明,82.6,99,4.89,0.28,4.574710979,8.070906089,5.262690189,6.852242569,9.343471685,0,1,0,0,2,0
长沙一乡村别墅现地下代孕交易,72.1,21,0.39,0.045,3.401197382,6.350885717,5.262690189,5.18178355,9.015176707,0,1,0,0,2,0
华为与优必选签署全面合作协议,65.3,14,0.67,0.012,2.197224577,5.003946306,5.262690189,3.33220451,7.672757897,0,0,1,0,3,0
演员黄杨钿甜佩戴高价耳环引争议,80.2,50,0.51,0.2,4.672828834,7.257002707,5.379897354,6.758094504,9.508739808,0,0,1,0,3,0
官方回应烧烤店泔水桶捞出肉串再烤,62.9,21,0.39,0.025,1.609437912,4.919980926,5.262690189,4.406719247,8.340217321,0,0,1,0,3,0
来伊份粽子被指吃出带血创可贴,69.0,52,1.63,0.03,2.302585093,5.424950017,5.347107531,5.517452896,8.274357007,0,0,1,0,3,0
汇源果汁回应唱衰言论,62.0,21,0.62,0.022,1.386294361,4.290459441,5.347107531,4.477336814,6.637258031,0,1,0,0,2,0
滴滴回应聋哑司机偷拍女乘客,57.5,8,0.0,0.019,1.609437912,4.875197323,5.347107531,2.564949357,8.603921195,0,0,1,0,3,0
奇瑞高管称吉利新车是烂车引争议,65.8,26,0.56,0.024,2.079441542,5.82008293,5.347107531,4.795790546,8.080546966,0,1,0,0,2,0
99元的泡泡玛特溢价到2000元,50.5,4,0.0,0.001,0.693147181,2.564949357,5.347107531,2.079441542,6.555356892,0,0,1,0,3,0
百万粉丝网红疑遭勒索自杀,68.8,32,0.56,0.035,2.197224577,5.075173815,5.347107531,5.081404365,8.498010372,0,0,1,0,3,0
高校通报75万采购市价299元产品,68.2,37,0.73,0.082,2.197224577,5.313205979,5.455321115,5.176149733,8.954156967,1,0,0,0,1,0
一嗨租车被曝5年后自动扣款1100,60.7,4,0.11,0.015,1.791759469,4.406719247,5.552959585,2.890371758,8.930361884,0,0,0,1,4,0
心相印客服辱骂顾客并送冥币,66.9,19,0.39,0.048,2.197224577,6.570882962,5.552959585,4.663439094,8.508959386,0,0,1,0,3,0
曝百度地图导航广告无法关闭,65.1,15,0.0,0.03,1.945910149,5.455321115,5.552959585,4.025351691,8.508152447,0,1,0,0,2,0
上海微软大裁员赔偿金N加8,67.8,38,0.79,0.028,2.397895273,6.00635316,4.718498871,4.983606622,8.215276959,0,1,0,0,2,0
官方回应耗资10亿豪宅将强拆,65.7,18,0.28,0.027,1.609437912,4.762173935,5.552959585,4.624972813,8.500047033,0,1,0,0,2,0
华为首款鸿蒙电脑正式亮相,75.7,62,2.14,0.096,3.80666249,6.395261598,5.262690189,6.098074282,9.507403306,0,1,0,0,2,0
习近平同普京举行会谈,74.1,81,4.95,0.12,2.995732274,6.398594935,5.484796933,6.257667588,7.771910256,1,0,0,0,1,0
沪上阿姨在港挂牌上市,66.0,32,1.57,0.028,1.945910149,4.86753445,5.484796933,4.343805422,7.575584652,0,1,0,0,2,0
统一企业发布第一季度财报,59.3,3,0.06,0.003,1.098612289,3.401197382,5.484796933,1.609437912,7.820439515,0,1,0,0,2,0
京东推出“顶尖青年技术天才计划”争夺AI人才,54.9,13,0.22,0.004,1.098612289,3.761200116,5.484796933,3.135494216,5.480638923,0,1,0,0,2,0
胖东来发布和田玉、翡翠退货说明,58.6,7,0.22,0.011,1.098612289,4.553876892,5.484796933,3.044522438,7.036148494,0,1,0,0,2,0
网店卖婴儿高跟鞋被批畸形审美,62.9,31,0.56,0.014,1.386294361,4.343805422,5.484796933,4.564348191,8.123261319,0,1,0,0,2,0
盒马无抗鸡蛋被检出兽药超标,68.4,35,0.62,0.016,2.48490665,5.231108617,5.484796933,5.081404365,8.858084222,0,1,0,0,2,0
央行宣布降准降息,79.7,74,3.43,0.23,3.951243719,7.642524134,5.579729826,6.416732283,9.056256357,0,1,0,0,2,0
印度巴基斯坦交火,89.0,101,3.71,0.52,5.049856007,7.258412151,5.723585102,7.987184748,9.431161228,1,0,0,0,1,0
上海交大回应博士生举报学术霸凌,66.4,23,0.34,0.032,2.397895273,6.01615716,5.204006687,4.605170186,8.351138607,0,1,0,0,2,0
泡泡玛特股份被创始股东高位清仓,64.1,15,0.62,0.022,1.791759469,5.075173815,5.204006687,3.850147602,8.357259153,0,0,1,0,3,0
吉利汽车宣布将与极氪完全合并,70.2,35,1.4,0.033,2.772588722,5.472270674,5.204006687,5.075173815,8.437283808,0,1,0,0,2,0
理想汽车回应网传李想年薪6.39亿,65.1,22,0.39,0.024,2.079441542,5.198497031,5.204006687,4.356708827,8.631949429,0,0,1,0,3,0
茅台文旅官宣代言人张艺兴,71.5,29,0.73,0.053,4.262679877,6.65415252,5.204006687,5.062595033,8.940498218,0,0,0,1,4,0
直播间卖土鸡结果土是商标名,64.8,36,0.84,0.017,2.079441542,4.709530201,5.204006687,4.532599493,8.046549357,0,1,0,0,2,0
网友称在工行买到掺假金条,68.2,22,0.73,0.036,2.48490665,4.86753445,5.204006687,4.753590191,8.868694777,0,0,1,0,3,0
河南南阳工程耗资650亿系谣言,59.0,9,0.28,0.01,1.098612289,4.521788577,5.204006687,2.995732274,5.384495063,0,0,1,0,3,0
重庆大学通报本科生14篇SCI事件,72.7,73,1.74,0.086,2.995732274,6.469250317,5.204006687,6.011267174,8.773229786,0,0,1,0,3,0
联想创新科技大会上海举行,65.9,36,1.63,0.016,2.079441542,4.543294782,5.204006687,4.644390899,9.309642573,0,1,0,0,2,0
国泰航空乘务员错把酒当水倒给 3 岁小孩,59.9,10,0.06,0.008,1.098612289,3.713572067,5.204006687,4.127134385,8.23004431,0,1,0,0,2,0
迪奥数据泄露事件,63.0,18,0.22,0.011,0.693147181,4.663439094,7.168579897,4.158883083,8.048788284,0,1,0,0,2,0
胖东来官网维护升级暂停开放,58.5,8,0.17,0.015,1.098612289,4.532599493,5.327876169,3.135494216,6.715383386,0,1,0,0,2,0
斯凯奇宣布退市,69.2,55,1.91,0.031,2.48490665,5.241747015,5.327876169,5.375278408,8.737131612,0,0,1,0,3,0
京东胖东来共建河南供应链产业基地,63.0,17,0.34,0.011,1.945910149,4.454347296,5.327876169,4.158883083,7.789868559,0,1,0,0,2,0
淘宝推出免单活动,75.6,24,0.22,0.092,4.700480366,7.271008538,5.484796933,5.33753808,9.738553945,0,1,0,0,2,0
河海大学女博士生实名举报导师,61.2,2,0.0,0.008,1.386294361,4.852030264,5.746203191,2.708050201,8.493924564,0,0,1,0,3,0
白敬亭潮牌质量被吐槽,63.7,12,0.06,0.034,1.945910149,5.556828062,5.438079309,3.871201011,8.62837672,0,0,1,0,3,0
云南一尾矿干堆场坍塌致5人被埋,60.9,35,0.9,0.022,1.098612289,4.9698133,5.438079309,4.584967479,7.19142933,1,0,0,0,1,0
雷军在小米之家由执行董事改任董事,60.2,15,0.28,0.02,1.386294361,4.934473933,5.438079309,3.496507561,7.568895663,0,1,0,0,2,0
台湾花莲县海域发生5.7级地震,65.8,44,1.24,0.045,1.791759469,6.115892125,5.438079309,5.017279837,8.093462275,1,0,0,0,1,0
双星名人董事长发公开信称遭遇逼宫,55.3,10,0.11,0.006,0.693147181,3.091042453,5.438079309,3.135494216,6.865891075,0,0,1,0,3,0
护士发论文称男性确诊子宫肌瘤,74.2,62,1.91,0.08,2.944438979,5.786897381,5.537334267,6.06610809,9.03586793,0,0,0,1,4,0
小米汽车“智驾”更名为“辅助驾驶”,68.9,38,1.12,0.053,2.302585093,5.609471795,5.537334267,5.087596335,8.768729817,0,0,1,0,3,0
贵州黔西市游船倾覆事故,80.3,128,6.85,0.36,4.564348191,8.736971085,5.537334267,6.91274282,9.299266581,0,1,0,0,2,0
医院违规为单身女性做试管婴儿,65.0,11,0.17,0.042,1.791759469,5.459585514,5.537334267,3.931825633,8.565792861,1,0,0,0,1,0
山东滕州突发车祸,68.8,36,1.07,0.076,2.302585093,6.156978986,5.537334267,4.927253685,9.198773736,0,0,1,0,3,0
湖北一19岁女生输头孢离世,67.2,21,0.28,0.036,2.079441542,4.65396035,5.537334267,4.709530201,8.533066541,0,0,1,0,3,0
多家华住会酒店拒绝携导盲犬入住,63.7,7,0.17,0.018,1.386294361,4.553876892,5.627621114,3.663561646,8.514589806,0,0,1,0,3,0
上海欢乐谷景区失火,61.5,10,0.17,0.022,1.098612289,4.890349128,5.627621114,3.610917913,8.419800845,0,0,1,0,3,0
商家回应奶茶品牌包装有不雅文字,59.5,12,0.22,0.015,1.098612289,4.369447852,5.484796933,3.737669618,7.51479976,0,1,0,0,2,0
2025巴菲特股东大会举办,75.2,28,1.01,0.15,3.433987204,5.988961417,5.484796933,5.641907071,8.900003609,0,1,0,0,2,0
校方就退60件演出服事件道歉,64.4,36,1.4,0.04,1.609437912,5.38907173,5.484796933,4.700480366,8.491670234,0,0,1,0,3,0
淘宝闪购上线,74.8,62,2.3,0.061,3.891820298,6.74051936,5.710427017,5.700443573,9.483416292,0,0,1,0,3,0
胖东来与网红柴怼怼争议,74.3,35,0.67,0.073,3.258096538,5.620400866,5.710427017,5.468060141,9.092682329,0,1,0,0,2,0
上千名游客深夜滞留张家界大喊退票,61.5,11,0.28,0.015,1.098612289,4.17438727,5.710427017,4.127134385,8.23110984,0,0,1,0,3,0
苏州一景区发生直升机坠落事故,65.6,38,0.84,0.072,1.609437912,5.393627546,5.710427017,4.983606622,8.834336974,1,0,0,0,1,0
阿维塔风阻系数争议,55.8,0,0.0,0.002,0.693147181,2.833213344,5.262690189,1.609437912,7.832014181,0,1,0,0,2,0
福州一司机操作不当致2死多伤,60.5,17,0.33,0.019,1.386294361,4.644390899,5.262690189,3.871201011,8.254528882,0,1,0,0,2,0
2025五一档电影票房7.44亿,76.4,96,3.6,0.11,3.17805383,6.582025139,5.786897381,7.05012252,9.16104508,1,0,0,0,1,0
杭州灵隐寺门口8.5平小卖部年租金260万,62.7,8,0.11,0.033,1.609437912,4.779123493,5.379897354,3.850147602,8.534443545,0,0,1,0,3,0
浙江一商场取名“胖都来”引热议,72.8,49,1.07,0.06,3.044522438,5.823045895,5.379897354,5.655991811,9.018574356,0,0,1,0,3,0
重庆荣昌旅游爆火,77.1,59,2.25,0.1,4.634728988,5.855071922,5.746203191,6.09356977,9.194617412,0,0,1,0,3,0
海底捞首家面包店杭州开业,51.6,9,0.45,0.002,0.693147181,2.302585093,5.379897354,2.833213344,5.697093487,0,1,0,0,2,0
撕拉片走红网络,74.0,41,0.79,0.025,2.48490665,5.669880923,6.298949247,5.480638923,9.077951184,0,1,0,0,2,0
小米汽车就SU7 Ultra限制马力致歉,72.2,47,1.07,0.052,2.48490665,5.634789603,5.786897381,5.476463552,8.888066855,0,1,0,0,2,0
山西太原居民小区发生爆炸,70.6,60,2.13,0.08,1.945910149,6.508769137,5.857933154,5.888877958,8.640472208,0,1,0,0,2,0
饿了么宣布实施超百亿补贴,61.8,18,0.56,0.012,1.791759469,4.762173935,5.484796933,3.688879454,8.244859396,0,1,0,0,2,0
电影《水饺皇后》上映,78.6,68,1.85,0.082,4.394449155,6.533788838,5.484796933,6.705639095,9.883692925,0,1,0,0,2,0
美乌矿产协议落地,73.4,87,2.42,0.1,2.833213344,5.877735782,5.484796933,6.423246964,9.047703788,0,1,0,0,2,0
阿里通义千问 Qwen3 系列模型正式发布,65.0,18,0.45,0.019,1.945910149,5.241747015,5.579729826,3.891820298,8.687104728,0,1,0,0,2,0
第八届数字中国建设峰会,76.0,86,5.9,0.07,3.295836866,5.616771098,5.579729826,6.64509097,7.972466016,0,1,0,0,2,0
吉利集团多品牌汽车App断网报错,54.6,5,0.11,0.005,0.693147181,3.258096538,5.579729826,3.433987204,6.745236349,0,1,0,0,2,0
辽宁一饭店发生火灾致22死3伤,75.4,90,5.0,0.11,3.135494216,7.119635638,5.579729826,6.461468176,8.834336974,1,0,0,0,1,0
奈雪的茶门店通知能喝奶茶就不要喝水,60.4,15,0.28,0.01,1.098612289,4.770684624,5.579729826,3.784189634,8.537191878,0,1,0,0,2,0
男子评论公众号写得烂被运营者辱骂,53.7,6,0.0,0.004,0.693147181,3.526360525,5.579729826,3.17805383,7.515889085,0,0,1,0,3,0
牙膏乱象再调查,53.4,10,0.34,0.003,0.693147181,4.234106505,5.924255797,2.995732274,8.881002624,1,0,0,0,1,0
多地无人配送车连发交通事故,62.0,5,0.06,0.021,1.791759469,5.940171253,5.347107531,2.772588722,8.761080104,0,1,0,0,2,0
星巴克上线五月天联名星杯,64.4,8,0.0,0.014,2.995732274,5.323009979,5.347107531,3.33220451,8.674538762,0,1,0,0,2,0
30万保单无人通知漏缴1期被作废,53.3,3,0.11,0.005,0.693147181,3.63758616,5.347107531,2.397895273,7.13169851,1,0,0,0,1,0
西班牙宣布进入国家紧急状态,74.4,72,2.65,0.086,3.17805383,6.169610732,5.347107531,6.161207322,9.076237387,0,1,0,0,2,0
瑞幸回应4部手机点出3种价格,67.4,24,0.73,0.033,2.48490665,5.874930731,5.347107531,4.110873864,8.6206519,0,0,1,0,3,0
抖音新规治理“恶意营销号”十大违规行为,57.6,12,0.45,0.009,1.098612289,4.454347296,5.347107531,3.044522438,7.492203043,0,1,0,0,2,0
领克900上市限时价28.99万元起,66.9,25,0.85,0.025,2.772588722,6.538139824,5.347107531,3.828641396,8.548110294,0,0,1,0,3,0
小米YU7新增835公里续航版,52.1,5,0.0,0.002,0.693147181,3.465735903,5.347107531,1.945910149,6.957497371,0,0,1,0,3,0
山西网红“汽车炫锅场”事故致1死,55.6,5,0.0,0.004,0.693147181,3.36729583,5.347107531,2.890371758,7.871311203,0,1,0,0,2,0
沃尔玛被曝通知中国供应商恢复出货,66.0,13,0.62,0.016,2.197224577,5.730099783,5.347107531,4.043051268,8.846353043,0,1,0,0,2,0
男子不玩自费项目被旅行社扔山里,53.9,1,0.0,0.004,0.693147181,4.077537444,5.347107531,1.609437912,7.236339343,0,0,1,0,3,0
协和“4+4”模式引争议,83.2,19,0.22,0.23,5.170483995,7.149131599,5.484796933,5.926926026,9.431481921,0,0,0,1,4,0
小米SU7 Ultra前舱盖虚假宣传风波,77.8,79,2.08,0.061,3.218875825,6.073044534,6.270988432,6.447305863,9.337237305,0,0,0,1,4,0
